protein_id	group_id
Q6C482	UniRef50_Q0TXG3
Q6C4A3	UniRef50_Q6C4A3
Q6C4D4	UniRef50_P24783
Q6C4H1	UniRef50_Q6C4H1
Q6C4I9	UniRef50_Q59VP7
Q6C4J0	UniRef50_Q6C4J0
Q6C4K3	UniRef50_Q6BS64
Q6C4M9	UniRef50_Q9UV50
Q6C4Q6	UniRef50_Q6C4Q6
Q6C4Q9	UniRef50_Q6C4Q9
Q6C4R5	UniRef50_Q6C4R5
Q6C4W5	UniRef50_Q6C4W5
Q6C4W6	UniRef50_Q6C4W6
Q6C4X5	UniRef50_Q6C4X5
Q6C4Y5	UniRef50_Q6C4Y5
Q6C503	UniRef50_Q6C503
Q6C519	UniRef50_Q6C519
Q6C537	UniRef50_Q6C537
Q6C555	UniRef50_Q6C555
Q6C5F1	UniRef50_Q6C5F1
Q6C5G0	UniRef50_Q6C5G0
Q6C5G5	UniRef50_Q6C5G5
Q6C5H4	UniRef50_Q6C5H4
Q6C5K1	UniRef50_Q6C5K1
Q6C5K4	UniRef50_Q6C5K4
Q6C5L5	UniRef50_Q6C5L5
Q6C5P9	UniRef50_Q6C5P9
Q6C5R2	UniRef50_Q6C5R2
Q6C5S0	UniRef50_Q6C5S0
Q6C5V7	UniRef50_Q6C5V7
Q6C5Y8	UniRef50_Q6CX49
Q6C603	UniRef50_O60143
Q6C626	UniRef50_Q6C626
Q6C627	UniRef50_Q5AH38
Q6C656	UniRef50_Q6C656
Q6C662	UniRef50_P09212
Q6C668	UniRef50_Q6C668
Q6C673	UniRef50_Q5A8X9
Q6C6C6	UniRef50_Q6C6C6
Q6C6D1	UniRef50_P40078
Q6C6D6	UniRef50_Q6C6D6
Q6C6I3	UniRef50_Q6C6I3
Q6C6I6	UniRef50_Q6C6I6
Q6C6L1	UniRef50_Q6C6L1
Q6C6M0	UniRef50_Q6C6M0
Q6C6M5	UniRef50_Q6C6M5
Q6C6Q7	UniRef50_Q6C6Q7
Q6C6R8	UniRef50_Q6C6R8
Q6C6S3	UniRef50_Q6C6S3
Q6C6T1	UniRef50_Q6C6T1
Q6C6U1	UniRef50_Q6C6U1
Q6C6U9	UniRef50_Q6C6U9
Q6C6V8	UniRef50_Q6C6V8
Q6C6X6	UniRef50_Q6C6X6
Q6C6Y4	UniRef50_Q6C6Y4
Q6C6Z2	UniRef50_Q6C6Z2
Q6C703	UniRef50_Q5BBF1
Q6C705	UniRef50_Q6C705
Q6C710	UniRef50_Q6C710
Q6C712	UniRef50_Q6C712
Q6C715	UniRef50_Q6C715
Q6C740	UniRef50_Q6C740
Q6C741	UniRef50_Q6C741
Q6C749	UniRef50_Q6C749
Q6C783	UniRef50_Q6C783
Q6C793	UniRef50_Q6C793
Q6C794	UniRef50_Q5B2U9
Q6C7B9	UniRef50_Q6C7B9
Q6C7C0	UniRef50_Q04439
Q6C7C3	UniRef50_Q6C7C3
Q6C7C9	UniRef50_Q6C7C9
Q6C7D0	UniRef50_Q6C7D0
Q6C7D1	UniRef50_Q6C7D1
Q6C7D2	UniRef50_Q6C7D2
Q6C7D6	UniRef50_Q6C7D6
Q6C7D7	UniRef50_Q6C7D7
Q6C7F7	UniRef50_Q6C7F7
Q6C7G2	UniRef50_Q6C7G2
Q6C7H6	UniRef50_Q75C90
Q6C7K8	UniRef50_Q6C7K8
Q6C7L4	UniRef50_Q39242
Q6C7Q0	UniRef50_Q6C7Q0
Q6C7Q4	UniRef50_Q6C7Q4
Q6C7Q6	UniRef50_Q6C7Q6
Q6C7S6	UniRef50_Q6C7S6
Q6C7U0	UniRef50_Q6C7U0
Q6C7U1	UniRef50_Q6C7U1
Q6C7U7	UniRef50_Q6C7U7
Q6C7U8	UniRef50_P29618
Q6C7V4	UniRef50_Q5ALL8
Q6C7W0	UniRef50_Q6C7W0
Q6C804	UniRef50_Q6C804
Q6C818	UniRef50_Q6C818
Q6C835	UniRef50_Q6C835
Q6C842	UniRef50_Q6C842
Q6C855	UniRef50_Q6C855
Q6C872	UniRef50_Q6C872
Q6C880	UniRef50_P22214
Q6C882	UniRef50_Q6C882
Q6C890	UniRef50_Q6C890
Q6C8A3	UniRef50_Q6C8A3
Q6C8F0	UniRef50_Q6C8F0
Q6C8H2	UniRef50_Q6C8H2
Q6C8H7	UniRef50_Q6C8H7
Q6C8M8	UniRef50_Q6C8M8
Q6C8R5	UniRef50_P53088
Q6C8U1	UniRef50_Q6MYT0
Q6C8V1	UniRef50_Q6C8V1
Q6C931	UniRef50_Q6C931
Q6C953	UniRef50_Q6C953
Q6C961	UniRef50_Q6C961
Q6C982	UniRef50_Q6C982
Q6C994	UniRef50_Q6C994
Q6C997	UniRef50_Q6C997
Q6C9B1	UniRef50_P09457
Q6C9E7	UniRef50_Q6C9E7
Q6C9G2	UniRef50_Q6C9G2
Q6C9G8	UniRef50_Q6C9G8
Q6C9H2	UniRef50_Q6C9H2
Q6C9I7	UniRef50_Q6C9I7
Q6C9M6	UniRef50_Q6C9M6
Q6C9M8	UniRef50_Q6C9M8
Q6C9M9	UniRef50_Q6C9M9
Q6C9N0	UniRef50_Q6C9N0
Q6C9N2	UniRef50_Q6C9N2
Q6C9Q0	UniRef50_P00003
Q6C9Q1	UniRef50_P25582
Q6C9R9	UniRef50_Q6C9R9
Q6C9T0	UniRef50_Q6C9T0
Q6C9T3	UniRef50_Q6C9T3
Q6C9W0	UniRef50_Q6C9W0
Q6C9X0	UniRef50_Q6C9X0
Q6C9Y4	UniRef50_Q6C9Y4
Q6C9Y6	UniRef50_Q6C9Y6
Q6C9Z2	UniRef50_Q6C9Z2
Q6CA06	UniRef50_Q6CA06
Q6CA08	UniRef50_P47089
Q6CA26	UniRef50_Q6CA26
Q6CA53	UniRef50_P49435
Q6CA67	UniRef50_Q6CA67
Q6CA79	UniRef50_P38174
Q6CA86	UniRef50_Q6CA86
Q6CA87	UniRef50_Q6CA87
Q6CAB5	UniRef50_Q6CAB5
Q6CAB8	UniRef50_Q6CAB8
Q6CAC5	UniRef50_Q6CAC5
Q6CAC9	UniRef50_Q6CAC9
Q6CAG4	UniRef50_Q6CAG4
Q6CAG9	UniRef50_P15367
Q6CAH5	UniRef50_Q6CAH5
Q6CAP3	UniRef50_Q6CAP3
Q6CAP9	UniRef50_Q6CAP9
Q6CAQ9	UniRef50_Q6CAQ9
Q6CAR6	UniRef50_Q6CAR6
Q6CAU9	UniRef50_Q6CAU9
Q6CAW6	UniRef50_Q6CAW6
Q6CAX3	UniRef50_Q6CAX3
Q6CB13	UniRef50_Q6CB13
Q6CB51	UniRef50_Q6CB51
Q6CB52	UniRef50_Q03940
Q6CB54	UniRef50_P20606
Q6CBA2	UniRef50_Q6CBA2
Q6CBB0	UniRef50_P47095
Q6CBC3	UniRef50_Q6CBC3
Q6CBH3	UniRef50_P18900
Q6CBI8	UniRef50_Q6CBI8
Q6CBK1	UniRef50_Q6CBK1
Q6CBN5	UniRef50_Q6CBN5
Q6CBP4	UniRef50_Q6CBP4
Q6CBQ8	UniRef50_Q6CBQ8
Q6CBS3	UniRef50_Q6CBS3
Q6CBS9	UniRef50_Q6CBS9
Q6CBW0	UniRef50_Q6CBW0
Q6CBX2	UniRef50_Q6CBX2
Q6CBZ0	UniRef50_Q6CBZ0
Q6CC11	UniRef50_Q6CC11
Q6CC39	UniRef50_Q6CC39
Q6CC70	UniRef50_Q6CC70
Q6CC82	UniRef50_Q6CC82
Q6CC84	UniRef50_Q6CC84
Q6CC99	UniRef50_Q6CC99
Q6CCB0	UniRef50_Q6CCB0
Q6CCF6	UniRef50_Q6CCF6
Q6CCH0	UniRef50_Q6CCH0
Q6CCK2	UniRef50_Q6CCK2
Q6CCT1	UniRef50_Q6CCT1
Q6CCU3	UniRef50_Q6CCU3
Q6CCU7	UniRef50_O13507
Q6CCU8	UniRef50_Q6CCU8
Q6CCW0	UniRef50_Q6CCW0
Q6CCZ5	UniRef50_O94637
Q6CD24	UniRef50_Q6CD24
Q6CD56	UniRef50_Q6CD56
Q6CDD0	UniRef50_Q6CDD0
Q6CDG5	UniRef50_Q6CDG5
Q6CDH3	UniRef50_P31209
Q6CDK0	UniRef50_P53261
Q6CDK1	UniRef50_Q6CDK1
Q6CDK3	UniRef50_Q6CDK3
Q6CDL0	UniRef50_Q6CDL0
Q6CDL9	UniRef50_Q9UU89
Q6CDM0	UniRef50_Q6CDM0
Q6CDR5	UniRef50_E9CWP5
Q6CDV4	UniRef50_Q6CDV4
Q6CDV7	UniRef50_Q6CDV7
Q6CDX0	UniRef50_Q6CDX0
Q6CE12	UniRef50_Q6CE12
Q6CE38	UniRef50_Q6CE38
Q6CE60	UniRef50_Q6CE60
Q6CE80	UniRef50_Q6CE80
Q6CE86	UniRef50_Q6CE86
Q6CE88	UniRef50_Q6CE88
Q6CE96	UniRef50_Q6CE96
Q6CEA5	UniRef50_Q6CEA5
Q6CEC9	UniRef50_Q6CEC9
Q6CEE1	UniRef50_Q6CEE1
Q6CEE7	UniRef50_Q6CEE7
Q6CEE9	UniRef50_Q6CEE9
Q6CEF3	UniRef50_P38625
Q6CEI9	UniRef50_Q6CEI9
Q6CEJ6	UniRef50_Q6CEJ6
Q6CEK8	UniRef50_Q6CEK8
Q6CER3	UniRef50_Q6CER3
Q6CER9	UniRef50_Q6CER9
Q6CES3	UniRef50_Q09816
Q6CEU0	UniRef50_Q6CEU0
Q6CEV2	UniRef50_Q6CEV2
Q6CEV5	UniRef50_Q6CEV5
Q6CEW7	UniRef50_Q6CEW7
Q6CEY7	UniRef50_Q6CEY7
Q6CF02	UniRef50_Q6CF02
Q6CF18	UniRef50_Q6CF18
Q6CF24	UniRef50_Q6CF24
Q6CF35	UniRef50_Q6CF35
Q6CF40	UniRef50_Q6CF40
Q6CF50	UniRef50_Q6CF50
Q6CF60	UniRef50_Q6CF60
Q6CF69	UniRef50_Q07915
Q6CF78	UniRef50_Q6CF78
Q6CFD2	UniRef50_Q2H454
Q6CFE7	UniRef50_Q6CFE7
Q6CFG6	UniRef50_Q6CFG6
Q6CFH4	UniRef50_Q6CFH4
Q6CFI3	UniRef50_Q6CFI3
Q6CFJ0	UniRef50_Q6CFJ0
Q6CFJ2	UniRef50_Q6CFJ2
Q6CFK6	UniRef50_Q6CFK6
Q6CFP3	UniRef50_Q6CFP3
Q6CFQ0	UniRef50_Q6CFQ0
Q6CFR0	UniRef50_Q6CFR0
Q6CFR3	UniRef50_Q6CFR3
Q6CFT1	UniRef50_Q6CFT1
Q6CFT4	UniRef50_Q6CFT4
Q6CFT7	UniRef50_Q6CFT7
Q6CFU2	UniRef50_Q6CFU2
Q6CFU5	UniRef50_A7TDM0
Q6CFW4	UniRef50_Q6CFW4
Q6CFW6	UniRef50_Q6CFW6
Q6CFX1	UniRef50_P47096
Q6CFX5	UniRef50_Q6CFX5
Q6CG02	UniRef50_Q6CG02
Q6CG11	UniRef50_Q6CG11
Q6CG20	UniRef50_Q6CG20
Q6CG46	UniRef50_Q12499
Q6CG48	UniRef50_Q6CG48
Q6CG56	UniRef50_O94337
Q6CG57	UniRef50_Q5A4Q1
Q6CG88	UniRef50_Q6CG88
Q6CGB2	UniRef50_Q6CGB2
Q6CGD3	UniRef50_Q6CGD3
Q6CGE1	UniRef50_Q6CGE1
Q6CGE6	UniRef50_Q2TBI5
Q6CGE7	UniRef50_Q6CGE7
Q6CGJ5	UniRef50_Q6CGJ5
Q6CGL4	UniRef50_Q6CGL4
Q6CGM0	UniRef50_C4QYK0
Q6CGP9	UniRef50_Q6CGP9
Q6CGR3	UniRef50_Q6CGR3
Q6CGS4	UniRef50_Q6CGS4
Q6CH03	UniRef50_Q6CH03
Q6CH28	UniRef50_Q6CH28
Q6CH63	UniRef50_Q6CH63
Q6CHA2	UniRef50_Q6CHA2
Q6CHD6	UniRef50_Q6CHD6
Q6CHE4	UniRef50_Q6CHE4
Q6CHE5	UniRef50_Q6CHE5
Q6CHI1	UniRef50_Q6CHI1
Q6CHJ7	UniRef50_Q9P6K9
Q6CHK0	UniRef50_Q6CHK0
Q6CHK8	UniRef50_Q6CHK8
Q6CHN0	UniRef50_Q6CHN0
Q6CHN5	UniRef50_Q6CHN5
Q6CHP1	UniRef50_Q6FRM0
Q6CHP5	UniRef50_Q6CHP5
Q6CHS6	UniRef50_Q6CHS6
Q6CHT7	UniRef50_Q6CHT7
Q6CHY6	UniRef50_Q6CHY6
Q6CI08	UniRef50_Q5AI86
Q6CI13	UniRef50_Q6CI13
Q6CI62	UniRef50_Q59MV1
Q6CID0	UniRef50_A5E7U2
Q6CIT4	UniRef50_Q6CIT4
Q6CIU0	UniRef50_Q6CIU0
Q6CIZ1	UniRef50_P32469
Q6CJ38	UniRef50_Q6FK48
Q6CJ49	UniRef50_Q758R8
Q6CJM4	UniRef50_Q6CJM4
Q6CJR2	UniRef50_Q5AJD2
Q6CK59	UniRef50_P04912
Q6CK60	UniRef50_P02294
Q6CKH5	UniRef50_Q6CKH5
Q6CL84	UniRef50_Q05791
Q6CLC9	UniRef50_P40487
Q6CLD3	UniRef50_Q6C3E5
Q6CLJ5	UniRef50_Q759B8
Q6CLN0	UniRef50_Q6CLN0
Q6CMG4	UniRef50_Q6FXS6
Q6CND9	UniRef50_Q08230
Q6CNF3	UniRef50_Q6CNF3
Q6CNJ1	UniRef50_Q6CNJ1
Q6CPU0	UniRef50_Q6CPU0
Q6CQ06	UniRef50_Q6CQ06
Q6CQ94	UniRef50_Q6CQ94
Q6CQY2	UniRef50_Q05515
Q6CS90	UniRef50_P32461
Q6CSH0	UniRef50_Q6CSH0
Q6CSX2	UniRef50_W0T9X4
Q6CSY9	UniRef50_Q6FRP0
Q6CT09	UniRef50_Q99207
Q6CT50	UniRef50_Q12046
Q6CTH8	UniRef50_Q6CTH8
Q6CTI2	UniRef50_Q6CTI2
Q6CU71	UniRef50_P38625
Q6CUD4	UniRef50_Q6CUD4
Q6CV05	UniRef50_Q6CV05
Q6CVK1	UniRef50_Q6CVK1
Q6CVU2	UniRef50_P16661
Q6CW48	UniRef50_Q6CW48
Q6CW75	UniRef50_P53215
Q6CWX6	UniRef50_Q7JWW5
Q6CXI8	UniRef50_Q6CXI8
Q6D0B2	UniRef50_P0A867
Q6D8W0	UniRef50_P0A867
Q6DBA5	UniRef50_Q6DBA5
Q6DBB8	UniRef50_O04468
Q6DBD7	UniRef50_Q6DBD7
Q6DBG8	UniRef50_Q6DBG8
Q6DBH0	UniRef50_Q6DBH0
Q6DBM8	UniRef50_Q6DBM8
Q6DBN4	UniRef50_Q9FFS0
Q6DBP4	UniRef50_Q6DBP4
Q6DBQ1	UniRef50_Q6DBQ1
Q6DBQ8	UniRef50_Q5TA50
Q6DBR0	UniRef50_Q6DBR0
Q6DBR4	UniRef50_Q6DBR4
Q6DBR6	UniRef50_Q8BZ71
Q6DBR9	UniRef50_Q6DBR9
Q6DBT3	UniRef50_T1SH39
Q6DBU5	UniRef50_Q6DBU5
Q6DBV4	UniRef50_Q6DBV4
Q6DBW0	UniRef50_Q9H5V7
Q6DBW1	UniRef50_Q0VAM2
Q6DBX4	UniRef50_Q6DBX4
Q6DBY0	UniRef50_Q9BW27
Q6DBY2	UniRef50_Q6DBY2
Q6DBY5	UniRef50_Q6DBY5
Q6DBY9	UniRef50_O43916
Q6DC02	UniRef50_Q6DC02
Q6DC03	UniRef50_Q6DC03
Q6DC04	UniRef50_Q6DC04
Q6DC17	UniRef50_Q6DC17
Q6DC37	UniRef50_Q6DC37
Q6DC39	UniRef50_Q6DC39
Q6DC53	UniRef50_Q6DC53
Q6DC58	UniRef50_Q6DC58
Q6DC61	UniRef50_Q9BWT6
Q6DC64	UniRef50_Q6GR37
Q6DC77	UniRef50_Q6DC77
Q6DC93	UniRef50_Q6DC93
Q6DCB7	UniRef50_Q6DCB7
Q6DCC5	UniRef50_Q7M759
Q6DCD0	UniRef50_Q6DCD0
Q6DCD1	UniRef50_Q6DCD1
Q6DCD4	UniRef50_Q08AV7
Q6DCD5	UniRef50_Q6DCD5
Q6DCD7	UniRef50_Q66IH9
Q6DCE3	UniRef50_Q6PML9
Q6DCE8	UniRef50_Q5PR34
Q6DCF2	UniRef50_Q96T76-5
Q6DCF6	UniRef50_Q8VDY4
Q6DCG4	UniRef50_Q69D48
Q6DCG9	UniRef50_Q6DCG9
Q6DCK1	UniRef50_Q6NVG1
Q6DCK3	UniRef50_Q32N25
Q6DCL5	UniRef50_Q8IYU2-2
Q6DCN1	UniRef50_Q9Y4P8-5
Q6DCP5	UniRef50_Q6DCP5
Q6DCQ0	UniRef50_Q28IG6
Q6DCQ1	UniRef50_Q6DCQ1
Q6DCQ6	UniRef50_Q6DCQ6
Q6DCQ8	UniRef50_Q6PE18
Q6DCS1	UniRef50_Q6DCS1
Q6DCT2	UniRef50_Q6PD19
Q6DCU7	UniRef50_A4IGP0
Q6DCV0	UniRef50_Q91VM3
Q6DCW7	UniRef50_O60478
Q6DCX2	UniRef50_Q6DCX2
Q6DCX5	UniRef50_Q96NT5
Q6DCY9	UniRef50_Q6DCY9
Q6DCZ9	UniRef50_Q6DCZ9
Q6DD04	UniRef50_Q91550
Q6DD21	UniRef50_Q9UPW5
Q6DD27	UniRef50_Q9H2K8
Q6DD30	UniRef50_Q08BU1
Q6DD33	UniRef50_Q5ZJM7
Q6DD38	UniRef50_A9ULB4
Q6DD39	UniRef50_Q9BUE0
Q6DD44	UniRef50_Q6DD44
Q6DD45	UniRef50_Q9CYA6
Q6DD52	UniRef50_Q5FW29
Q6DD53	UniRef50_Q6PCP5-4
Q6DD70	UniRef50_Q6PCB6
Q6DD71	UniRef50_B1H1F9
Q6DD88	UniRef50_Q6DD88
Q6DDA1	UniRef50_Q6DDA1
Q6DDA3	UniRef50_Q6DDA3
Q6DDB3	UniRef50_Q6GP81
Q6DDC6	UniRef50_Q6AZJ9
Q6DDF4	UniRef50_Q86VN1
Q6DDH0	UniRef50_Q6GLB0
Q6DDH2	UniRef50_Q6DDH2
Q6DDH6	UniRef50_Q5M7C3
Q6DDJ3	UniRef50_Q7T0P6
Q6DDK1	UniRef50_Q6DDK1
Q6DDK2	UniRef50_Q9DEX7
Q6DDK5	UniRef50_Q6DDK5
Q6DDL7	UniRef50_A2VE54
Q6DDP3	UniRef50_Q6DDP3
Q6DDQ5	UniRef50_Q6DDQ5
Q6DDR3	UniRef50_Q5CZL8
Q6DDS9	UniRef50_Q6DDS9
Q6DDT0	UniRef50_Q0V9C8
Q6DDT1	UniRef50_Q6DDT1
Q6DDT4	UniRef50_Q6DDT4
Q6DDU7	UniRef50_Q9CQW1
Q6DDU8	UniRef50_Q6DDU8
Q6DDU9	UniRef50_A0JMV4
Q6DDV1	UniRef50_Q6DDV1
Q6DDV8	UniRef50_Q6DDV8
Q6DDW2	UniRef50_Q6DDW2
Q6DDW4	UniRef50_Q6DDW4
Q6DDW6	UniRef50_B7ZAQ6
Q6DDW7	UniRef50_Q63ZZ8
Q6DDX8	UniRef50_Q28DH9
Q6DDY9	UniRef50_Q498Z6
Q6DDZ9	UniRef50_Q6DDZ9
Q6DE00	UniRef50_Q6DE00
Q6DE02	UniRef50_Q96AH0
Q6DE05	UniRef50_Q28FK7
Q6DE08	UniRef50_Q96GD4-2
Q6DE14	UniRef50_Q15329
Q6DE18	UniRef50_Q6DE18
Q6DE21	UniRef50_Q05B45
Q6DE37	UniRef50_Q810K9
Q6DE40	UniRef50_Q5VSG8
Q6DE55	UniRef50_P36969-2
Q6DE58	UniRef50_Q9D8Z6
Q6DE73	UniRef50_Q6DE73
Q6DE75	UniRef50_Q08CI8
Q6DE87	UniRef50_O14757-3
Q6DE94	UniRef50_Q8BZR9
Q6DE95	UniRef50_Q13618
Q6DE96	UniRef50_Q505H7
Q6DE97	UniRef50_Q6DE97
Q6DEB1	UniRef50_Q8BWU8
Q6DEB4	UniRef50_Q6DEB4
Q6DED0	UniRef50_Q8N609
Q6DEF6	UniRef50_Q6DEF6
Q6DEG4	UniRef50_B5FYY5
Q6DEH3	UniRef50_Q6DEH3
Q6DEI8	UniRef50_Q6DEI8
Q6DEJ5	UniRef50_Q6DEJ5
Q6DEJ6	UniRef50_Q5U3U7
Q6DEL1	UniRef50_Q6DEL1
Q6DEL7	UniRef50_Q6DEL7
Q6DEN0	UniRef50_B9EM04
Q6DEP7	UniRef50_Q5EAX4
Q6DER1	UniRef50_Q9ULC4-2
Q6DES0	UniRef50_P52299
Q6DEU3	UniRef50_B2RZ78
Q6DEU9	UniRef50_Q6DEU9
Q6DEV3	UniRef50_Q7ZY69
Q6DEW4	UniRef50_Q5BJQ7
Q6DEW6	UniRef50_Q6DEW6
Q6DEX3	UniRef50_Q9JMG4
Q6DEY3	UniRef50_Q7M759
Q6DEY7	UniRef50_A2A5N3
Q6DF07	UniRef50_Q6PHH3
Q6DF08	UniRef50_Q8NBZ7
Q6DF27	UniRef50_Q99LU0
Q6DF30	UniRef50_Q6DF30
Q6DF34	UniRef50_Q3U128
Q6DF40	UniRef50_Q9JHS3
Q6DF46	UniRef50_Q6DF46
Q6DF48	UniRef50_Q6DF48
Q6DF53	UniRef50_O73753
Q6DF62	UniRef50_Q6DF62
Q6DF80	UniRef50_Q8BGI3
Q6DF87	UniRef50_Q6DF87
Q6DF94	UniRef50_Q6DF94
Q6DFA1	UniRef50_A4IHK8
Q6DFA8	UniRef50_Q6DFA8
Q6DFB0	UniRef50_A4IGV6
Q6DFB7	UniRef50_Q6DFB7
Q6DFB8	UniRef50_Q6PGP7
Q6DFB9	UniRef50_Q68F29
Q6DFC0	UniRef50_Q6DFC0
Q6DFC6	UniRef50_Q6DFC6
Q6DFD7	UniRef50_Q5BJ61
Q6DFE0	UniRef50_P47817
Q6DFE2	UniRef50_Q6DFE2
Q6DFE7	UniRef50_Q6DFE7
Q6DFF2	UniRef50_O60885
Q6DFF4	UniRef50_Q9NV88
Q6DFF5	UniRef50_B7ZR65
Q6DFF6	UniRef50_Q9Y2M5
Q6DFF7	UniRef50_Q0D2A9
Q6DFG0	UniRef50_Q71M21
Q6DFH5	UniRef50_Q6DFH5
Q6DFH9	UniRef50_A4QND5
Q6DFI2	UniRef50_Q28FY5
Q6DFJ6	UniRef50_Q9UHD2
Q6DFJ8	UniRef50_Q6DFJ8
Q6DFK0	UniRef50_Q5M7S0
Q6DFK1	UniRef50_O88177
Q6DFK2	UniRef50_Q6DFK2
Q6DFL5	UniRef50_Q6DFL5
Q6DFM1	UniRef50_Q5BIN2
Q6DFM9	UniRef50_Q8AVY0
Q6DFN5	UniRef50_Q6DFN5
Q6DFN7	UniRef50_O43583
Q6DFQ2	UniRef50_Q8BZR9
Q6DFQ5	UniRef50_Q3MHW7
Q6DFR0	UniRef50_Q6DFR0
Q6DFR2	UniRef50_Q3TTA7
Q6DFS0	UniRef50_Q5XIK2
Q6DFS2	UniRef50_Q62193
Q6DFS6	UniRef50_Q7ZW25
Q6DFT3	UniRef50_Q5MIZ7-2
Q6DFT4	UniRef50_Q6DFT4
Q6DFT6	UniRef50_Q6GPZ5
Q6DFU2	UniRef50_Q9Y6Y0
Q6DFU4	UniRef50_P40336
Q6DFV1	UniRef50_Q86XI2
Q6DFV3	UniRef50_Q6DFV3
Q6DFV5	UniRef50_P42694
Q6DFV7	UniRef50_Q6DFV7
Q6DFW0	UniRef50_Q96LT7
Q6DFW4	UniRef50_Q6DFW4
Q6DFW5	UniRef50_Q9Y2G3
Q6DFX2	UniRef50_P58335
Q6DFY8	UniRef50_Q6DFY8
Q6DFZ1	UniRef50_Q92538
Q6DFZ6	UniRef50_Q6DFZ6
Q6DG22	UniRef50_Q6DG22
Q6DG32	UniRef50_Q6DG32
Q6DG36	UniRef50_Q8TAD4
Q6DG38	UniRef50_Q6DG38
Q6DG52	UniRef50_Q8WUH1
Q6DG60	UniRef50_Q6DG60
Q6DG81	UniRef50_P13797
Q6DG85	UniRef50_Q6DG85
Q6DG88	UniRef50_Q6DG88
Q6DG91	UniRef50_Q6DG91
Q6DGA7	UniRef50_Q6DGA7
Q6DGB6	UniRef50_Q6DGB6
Q6DGD3	UniRef50_Q6DGD3
Q6DGE9	UniRef50_Q6DGE9
Q6DGF4	UniRef50_Q9DCH6
Q6DGF5	UniRef50_Q6DGF5
Q6DGF6	UniRef50_Q3ZN08
Q6DGF8	UniRef50_Q3TUD9
Q6DGF9	UniRef50_Q8NC06-3
Q6DGG0	UniRef50_P26882
Q6DGG9	UniRef50_P49069
Q6DGH9	UniRef50_Q6DGH9
Q6DGI0	UniRef50_Q6DGI0
Q6DGI3	UniRef50_Q5E996
Q6DGJ1	UniRef50_Q6DGJ1
Q6DGJ3	UniRef50_Q6DGJ3
Q6DGK2	UniRef50_P07195
Q6DGL2	UniRef50_Q6DGL2
Q6DGL6	UniRef50_Q6P0E1
Q6DGL7	UniRef50_Q6DGL7
Q6DGL8	UniRef50_Q6DGL8
Q6DGM2	UniRef50_Q6DGM2
Q6DGN6	UniRef50_Q6DGN6
Q6DGP2	UniRef50_Q6DGP2
Q6DGP4	UniRef50_Q8R0W6
Q6DGP8	UniRef50_Q6DGP8
Q6DGQ0	UniRef50_Q6DGQ0
Q6DGQ1	UniRef50_Q6DGQ1
Q6DGQ8	UniRef50_Q6DGQ8
Q6DGS3	UniRef50_Q6DGS3
Q6DGT7	UniRef50_Q6PAF4
Q6DGU5	UniRef50_Q6DGU5
Q6DGV1	UniRef50_Q6DGV1
Q6DGW9	UniRef50_Q9UM00-2
Q6DGY3	UniRef50_Q6DGY3
Q6DGY7	UniRef50_Q6DGY7
Q6DGZ1	UniRef50_Q6DGZ1
Q6DGZ3	UniRef50_Q6I9Y2
Q6DH13	UniRef50_Q6ZRY4
Q6DH23	UniRef50_Q7ZV03
Q6DH26	UniRef50_Q6DH26
Q6DH42	UniRef50_Q6DH42
Q6DH46	UniRef50_Q6DH46
Q6DH65	UniRef50_Q6DH65
Q6DH66	UniRef50_Q6DH66
Q6DH88	UniRef50_Q6DH88
Q6DH94	UniRef50_P50876
Q6DHB1	UniRef50_Q6DHB1
Q6DHC1	UniRef50_P35293
Q6DHC3	UniRef50_Q6DHC3
Q6DHE8	UniRef50_Q6DHE8
Q6DHF9	UniRef50_Q6NZ04
Q6DHG0	UniRef50_Q8WTS6
Q6DHG8	UniRef50_Q6DHG8
Q6DHI0	UniRef50_Q6DHI0
Q6DHI1	UniRef50_Q6DHI1
Q6DHI2	UniRef50_Q6DHI2
Q6DHI5	UniRef50_Q6DHI5
Q6DHJ1	UniRef50_Q19QT9
Q6DHK1	UniRef50_Q6DHK1
Q6DHK8	UniRef50_Q6DHK8
Q6DHL4	UniRef50_Q6DHL4
Q6DHL7	UniRef50_Q6DHL7
Q6DHM9	UniRef50_Q9QUI0
Q6DHN0	UniRef50_Q6DHN0
Q6DHP1	UniRef50_Q6DHP1
Q6DHP6	UniRef50_Q9UHQ1
Q6DHP9	UniRef50_P51128
Q6DHQ1	UniRef50_Q6DHQ1
Q6DHQ3	UniRef50_Q6DHQ3
Q6DHR0	UniRef50_Q6DHR0
Q6DHR3	UniRef50_Q0VAM2
Q6DHR8	UniRef50_Q6DHR8
Q6DHS9	UniRef50_Q6DHS9
Q6DHU1	UniRef50_Q6DHU1
Q6DHU4	UniRef50_Q6DHU4
Q6DHV5	UniRef50_Q6DHV5
Q6DHV7	UniRef50_Q6DHV7
Q6DI05	UniRef50_Q6DI05
Q6DI06	UniRef50_Q6DI06
Q6DI35	UniRef50_Q6DI35
Q6DI37	UniRef50_Q8WVY7
Q6DI48	UniRef50_Q61483
Q6DI51	UniRef50_Q6DI51
Q6DI86	UniRef50_Q53R41
Q6DI92	UniRef50_Q6DI92
Q6DIA2	UniRef50_Q6DIA2
Q6DIA7	UniRef50_Q6DIA7
Q6DIA9	UniRef50_Q6DIA9
